,name,market_cap
848,FLEX Coin,15819485
849,Truflation,15803042
850,Hex Trust USD,15800388
851,Mode,15743007
852,IlluminatiCoin,15714013
853,Kamala Horris,15599263
854,Firo,15589766
855,MaidSafeCoin,15549927
856,JumpToken,15537317
857,Inverse Finance,15482035
858,Banana Tape Wall,15478019
859,Baklava,15473800
860,Morpheus Network,15387360
861,tomiNet,15305183
862,MELD [OLD],15235944
863,WiFi Map,15215012
864,Galatasaray Fan Token,15168779
865,xSUSHI,15145370
866,Dmail Network,15050338
867,ChompCoin,15018703
868,Index Coop - ETH 2x Flexible Leverage Index,14988989
869,Saito,14980186
870,AirSwap,14955768
871,Cryptex Finance,14948424
872,Aurory,14928986
873,Avalaunch,14917635
874,Dark MAGA,14910354
875,Pluton,14897656
876,Pepe 2.0,14895392
877,Shark Cat,14886092
878,Alpaca Finance,14853684
879,xExchange,14795047
880,RCH Token,14784225
881,dForce USD,14711895
882,TROY,14653132
883,Chain-key Bitcoin,14628365
884,VIDT DAO,14621089
885,Libra Incentix,14588277
886,FIO Protocol,14579019
887,sUSD,14576461
888,Solcasino Token,14574432
889,STEPN Green Satoshi Token on Solana,14569968
890,DeFi Pulse Index,14540203
891,DAYSTARTER,14498476
892,Nexa,14473482
893,SpaceN,14436191
894,Soil,14429549
895,Santos FC Fan Token,14422457
896,Evmos,14409810
897,Pintu,14374352
898,MUX Protocol,14357220
899,Spectre AI,14216840
900,Waffles,14207895
901,HyperGPT,14202036
902,Veno Finance,14178890
903,Quantum Resistant Ledger,14094576
904,Velas,14043324
905,ScPrime,13985011
906,Catgirl,13970611
907,Fluence,13969298
908,Stader BNBx,13955290
909,Astroport,13949414
910,BXN,13911190
911,ParagonsDAO,13909825
912,mfercoin,13876478
913,BiLira,13820144
914,Mintlayer,13730889
915,Arianee,13670016
916,Lumerin,13656672
917,Cakepie,13636106
918,Shiba Predator,13604809
919,Tree,13599530
920,Peng,13592422
921,Shido,13572320
922,Bitcoin Diamond,13540102
923,KRYLL,13507895
924,Solanium,13504751
925,Camelot Token,13435086
926,Beercoin,11490131
927,TARS Protocol,10020286
928,RabbitX,10013312
929,Hydro Protocol,10002481
930,PowerPool Concentrated Voting Power,9991114
931,Goldcoin,9947938
932,WXT Token,9930292
933,Badmad Robots,9904917
934,School Hack Coin,9888097
935,sBTC,9883419
936,Dacxi,9880041
937,SuperWalk GRND,9856483
938,LIL BUB,9819867
939,Rangers Protocol Gas,9799192
940,THORWallet DEX,9751563
941,HELLO,9741452
942,Ambire Wallet,9693156
943,FARCANA,9689134
944,Viberate,9684992
945,SIPHER,9680590
946,Fud the Pug,9680090
947,Frax Price Index Share,9679248
948,Shyft Network,9629524
949,XEN Crypto,9622384
950,Wise,9605150
951,PolyDoge,9583518
952,BurgerCities,9565050
953,Tensorplex Staked TAO,9554223
954,QORPO WORLD,8294373
955,StakeWise,7732373
956,UPCX,7728974
957,Karura,7723242
958,GameGPT,7717028
959,Financie Token,7678016
960,Bill the Bear,7651872
961,Robonomics Network,7650161
962,Stobox,7634730
963,VNX Swiss Franc,7632833
964,ZKBase,7597576
965,Obyte,7581639
966,Ovr,7578832
967,TRVL,7566894
968,BabyBonk,7441412
969,WATER Coin,7426326
970,UXD Stablecoin,7411167
971,LEOX,7390394
972,Enjinstarter,7382218
973,Rejuve.AI,7374639
974,Gleec Coin,7363645
975,00 Token,7361108
976,Celsius Network,7346201
977,Decimated,7345392
978,Handshake,7313273
979,UFC Fan Token,7309348
980,EarnBet,7294266
981,Geojam,7292744
982,Pikaboss,7225842
983,Project WITH,7222904
984,Thetanuts Finance,7216066
985,Bifrost Native Coin,7194154
986,bitsCrunch Token,7192684
987,ORC,7191460
988,DeepBrain Chain,7185367
989,NPC On Solana,7160881
990,Premia,5892335
991,Bag,5859104
992,DeFi,5846644
993,Orbofi AI,5834523
994,Guacamole,5830618
995,DOVU,5821676
996,Oxygen,5820828
997,Gamium,5814133
998,MINATIVERSE,5809654
999,SNPad,5794705
1000,ZBIT (Ordinals),5778513
1001,Seedify NFT Space,5775470
1002,HbarSuite,5774918
1003,higher,5773556
1004,IPOR,5768517
1005,Thena,5763253
1006,Maha,5760434
1007,Landshare,5752190
1008,Bitcoin 2,5739790
1009,Switch Token,5732647
1010,Ferro,5724893
1011,Energi,5718678
1012,Affyn,5705890
1013,Kizuna,5695337
1014,Thought,5694709
1015,Zoomer,5694086
1016,DuckyDuck,5690258
1017,BFIC Coin,5680863
1018,Bitcoin on Base,5672457
1019,Torum,5667187
1020,MangoMan Intelligent,5658543
1021,Genopets,5653976
1022,Everdome,5630916
1023,MetaTrace,5629614
1024,BountyMarketCap,5623737
1025,zbyte,5620420
1026,Era Swap,5619656
1027,Base God,5616452
1028,Neoxa,5607395
1029,SnailBrook,5602131
1030,Increment Staked FLOW,5580423
1031,VIP,5579611
1032,Everest,5579235
1033,Hemule,5571695
1034,Balanced,5566570
1035,Gari Network,5555482
1036,XDB CHAIN,5549109
1037,Boomer,5539314
1038,Witch Token,5537116
1039,Ref Finance,5521816
1040,Divergence Protocol,5510250
1041,Feisty Doge NFT,5507267
1042,Skeb,5500373
1043,FOAM,5483201
1044,GET Protocol,5472421
1045,VLaunch,5468110
1046,Blockchain Brawlers,5466098
1047,eUSD,5465596
1048,azit,5465082
1049,Swash,5447906
1050,Elastic Finance Token,5445340
1051,Hacash Diamond,5435949
1052,BOSagora,5431263
1053,Kryptonite,5418180
1054,Tap,5409074
1055,BlueMove,5403148
1056,Adappter,5383500
1057,Planet Token,5377592
1058,AQTIS,5372769
1059,Zynecoin,5372384
1060,LocalCoinSwap,5360785
1061,Paribus,5350616
1062,NvirWorld,5331096
1063,TAO INU,5329024
1064,Epik Prime,5319202
1065,Nuklai,5316497
1066,Arcana Network,5316389
1067,GuildFi,5297686
1068,BobaCat,5296242
1069,Smart Valor,5292742
1070,Covalent Query Token,5264840
1071,BABB,5240106
1072,Tori the Cat,5236467
1073,Permission Coin,5229782
1074,Fight to MAGA,5209295
1075,AlienBase,5202445
1076,FU Money,5172085
1077,UX Chain,5171676
1078,Chihuahua Chain,5165451
1079,LandX Governance Token,5156325
1080,GME (Ethereum),5142981
1081,Eesee,5125834
1082,Oxen,5124339
1083,Hubble,5119626
1084,AtPay,5118207
1085,Grape,5105381
1086,Dragonchain,5100671
1087,Mancium,5098373
1088,Creo Engine,5097066
1089,Timeless,5092015
1090,JetTon Games,5075776
1091,YOM,5070386
1092,Xelis,5067798
1093,REVV,5062083
1094,Witnet,5060446
1095,Blockchain Bets,5058319
1096,Validity,5038310
1097,Coconut Chicken,5035927
1098,Ferrum Network,5017209
1099,Chickencoin,5010278
1100,Diment Dollar,4991351
1101,Lossless,4981747
1102,Circuits of Value,4979258
1103,Not Financial Advice,4978976
1104,Spool,4977081
1105,Prisma mkUSD,4969470
1106,Humanode,4967824
1107,LEO,4967067
1108,Jester,4961548
1109,Kamaleont,4954523
1110,Open Custody Protocol,4952772
1111,SpaceCatch,4943078
1112,Velar,4935848
1113,TG.Casino,4935840
1114,MESSIER,4926752
1115,Presearch,4925832
1116,Huralya,4910493
1117,BitcoinBam,4890052
1118,Aventis AI,4875864
1119,Mistery,4869114
1120,Defactor,4862094
1121,Bitrock,4856117
1122,KOALA AI,4827037
1123,GG MetaGame,4826765
1124,Nash,4824321
1125,Massa,4812748
1126,BEAM,4807616
1127,Byte,4803270
1128,I love puppies,4782427
1129,Wall Street Memes,4775426
1130,RAI Finance,4771581
1131,Receive Access Ecosystem,4750032
1132,GemHUB,4747731
1133,WOM Protocol,4731836
1134,Dark Frontiers,4725318
1135,TORSY,4714372
1136,Onooks,4709883
1137,Xraders,4706179
1138,Neptune Mutual,4703491
1139,Empyreal,4694821
1140,Edge Matrix Computing,4658846
1141,Maxity,4652705
1142,Digital Fitness,4651880
1143,Fractal,4648668
1144,MetFi,4644288
1145,Solareum,4629485
1146,MILKBAG,4624094
1147,Alpha Fi,4621856
1148,SKAI,4617344
1149,Gamma Strategies,4615457
1150,Minted,4607647
1151,Arbius,4606719
1152,HUSD,4599770
1153,VoluMint,4573389
1154,Trophy,4550796
1155,PLEARN,4545170
1156,Smilek,4541790
1157,Cogito Finance,4533626
1158,Alfa Romeo Racing ORLEN Fan Token,4533346
1159,Hanu Yokia,4530812
1160,dHEDGE DAO,4512768
1161,HMX,4510802
1162,Napoli Fan Token,4504385
1163,BoxBet,4503634
1164,FALX,4493504
1165,GT-Protocol,4483077
1166,Unisocks,4481955
1167,PlayZap,4459716
1168,Grin,4453042
1169,Vai,4446566
1170,REV3AL,4411223
1171,TopGoal,4408496
1172,Mineral,4382788
1173,hehe,4376789
1174,LUCA,4375907
1175,DeFi Land,4373595
1176,EDEN,4356760
1177,OneFinity,4353466
1178,Prizm,4353299
1179,BitKan,4345793
1180,Bifrost Voucher MANTA,4337934
1181,Galaxia,4330312
1182,Sylo,4329364
1183,OpenOcean,4325477
1184,EverRise,4324564
1185,USK,4319648
1186,K9 Finance DAO,4318550
1187,Gondola,4318202
1188,Sigma,4312555
1189,Data Lake,4285961
1190,bozo Hybrid,4282911
1191,Giko Cat,4279764
1192,Vixco,4279145
1193,Bostrom,4270411
1194,0L Network,4260625
1195,Crypto Carbon Energy,4251730
1196,RMRK,4246370
1197,STAT,4242958
1198,BSCPAD,4240142
1199,Parrot USD,4239047
1200,RFOX,4236585
1201,Lybra,3412880
1202,Red Kite,2767946
1203,Bridge Oracle,2617520
1204,Regen,2614252
1205,Verse,2611610
1206,DASIA,2607046
1207,Derby Stars RUN,2603536
1208,Gameswap,2594020
1209,TENET,2591357
1210,Param,2588321
1211,Juice Finance,2587361
1212,Notional Finance,2585390
1213,XAYA,2581557
1214,Crypterium,2578883
1215,Vabble,2576531
1216,Sora,2574883
1217,Elumia,2574536
1218,Mimo Governance,2570517
1219,Cyberpunk City,2564361
1220,Linq,2564178
1221,KAP Games,2554659
1222,Particl,2553230
1223,LockTrip,2538434
1224,SERO,2535083
1225,EDUM,2534954
1226,CNH Tether,2529826
1227,UBD Network,2526228
1228,UNICE,2518258
1229,Hoops,2507475
1230,Filter AI,2507135
1231,/send,2502877
1232,Obortech,2501274
1233,DXdao,2489924
1234,Metronome,2488892
1235,Rebel Bots,2485639
1236,Efforce,2484019
1237,Probit,2480305
1238,MindAI,2478337
1239,Groyper,2467522
1240,Kira the Injective Cat,2466124
1241,Lattice,2465865
1242,Dogami,2464735
1243,HILO,2461974
1244,KI,2461806
1245,Glo Dollar,2460217
1246,Allbridge,2457787
1247,Delta Exchange,2455943
1249,peanie,2453040
1250,NMKR,2452352
1251,LightLink,2444840
1252,PureFi,2441587
1253,Chitan,2438550
1254,MultiVAC,2437100
1255,Weirdo,2436496
1256,Hacash,2435732
1257,The Big Five,2431567
1258,SpaceFalcon,2426097
1259,PIZA (Ordinals),2419170
1260,MIMANY,2410015
1261,PKT,2409235
1262,Zeek Coin,2408785
1263,NumberGoUpTech,2406028
1264,NerveNetwork,2404756
1265,Dope Wars Paper,2404445
1266,Safe Haven,2404430
1267,DEUS Finance,2399243
1268,Parallel,2393354
1269,Grizzly Honey,2392208
1270,Neutrino Index Token,2391623
1271,Envision Labs,2388816
1272,Moby,2385692
1273,Ramses Exchange,2384052
1274,Unstake,2379642
1275,Gym Network,2367701
1276,Y2K,2363763
1277,Dypius,2363606
1278,IMPT,2353305
1279,Hourglass,2338883
1280,Fishkoin,2338553
1281,Empowa,2336162
1282,Quadrant Protocol,2324800
1283,My DeFi Pet,2324142
1284,UCX,2321407
1285,Coupon Assets,2321265
1286,EmerCoin,2301438
1287,PolkaBridge,2297826
1288,Forgotten Playland,2293167
1289,Laika AI,2288633
1290,Parex,2288245
1291,Canxium,2282694
1292,Jones DAO,2282662
1293,Banana,2279527
1294,Bonsai Token,2268224
1295,Deri Protocol,2267765
1296,Florence Finance Medici,2266215
1297,Auroracoin,2263208
1298,rETH2,2262043
1299,Forj,2259498
1300,Grai,2256333
1301,Libertum,2255152
1302,MMFinance (Cronos),2254644
1303,Concave,2253974
1304,Rari Governance,2251422
1305,BMX,2247314
1306,Hex Orange Address,2242401
1307,Ethernity Cloud,2236968
1308,Choise.ai,2234788
1309,Carnomaly,2228910
1310,Morra,2227593
1311,Sonic Solana,2225416
1312,Shibwifhatcoin,2225323
1313,1intro,2222854
1314,Juicebox,2221600
1315,Molecules of Korolchuk IP-NFT,2221286
1316,Cashaa,2220267
1317,SHOPX,2218925
1318,aiRight,2218629
1319,Polkaswap,2213516
1320,Kine Protocol,2213130
1321,Panda Swap,2211119
1322,Kryptokrona,2210356
1323,Holograph,2208994
1324,DogeGF,2193174
1325,ritestream,2188852
1326,Wecan,2188086
1327,OraiDEX,2178323
1328,Giddy,2174525
1329,SuiPad,2168099
1330,Effect AI,2164487
1331,Frok.ai,2160865
1332,Public Masterpiece Token,2154023
1333,ECO,2153961
1334,sudoswap,2140202
1335,Umami,2134014
1336,ALF,2132938
1337,Youves YOU Governance,2132384
1338,Verida,2122810
1339,DGI Game,2116615
1340,Wrapped MistCoin,2113576
1341,Neiro,2111466
1342,NanoByte,2108960
1343,Kommunitas,2097264
1344,Cardstack,2094543
1345,D-Drops,2089466
1346,Raven Protocol,2084711
1347,Signum,2075538
1348,MainnetZ,2073291
1349,CropBytes,2071788
1350,Draggy CTO,2067472
1351,DePay,2067341
1352,Tokenomy,2056521
1353,Apollo,2055205
1354,Ajna Protocol,2055078
1355,Sora Validator,2049607
1356,Neos Credits,2043637
1357,Fuzion,2041961
1358,Landwolf,2040077
1359,ZooKeeper,2034915
1360,Ordibank,2028319
1361,Reflexer Ungovernance,2026872
1362,StraitsX XUSD,2025589
1363,Carlo,2024996
1364,White Whale,2024875
1365,Pegaxy,2023455
1366,InfinityBit Token,2021841
1367,Vidya,2020544
1368,Sinverse,2018502
1369,Hercules Token,2010539
1370,Champignons of Arborethia,2007416
1371,MEME (Ordinals),2006906
1372,Dopex Rebate,1989718
1373,Manifest,1988264
1374,CitaDAO,1985200
1375,Calamari Network,1985076
1376,CONDO,1981008
1377,Wrapped AyeAyeCoin,1977484
1378,Interlay,1971959
1379,GooseFX,1970414
1380,Tamadoge,1968830
1381,Populous,1968109
1382,Chain Guardians,1966522
1383,Uno Re,1960166
1384,Dfyn Network,1956754
1385,X2Y2,1946355
1386,Razor Network,1945403
1387,Chain-key Ethereum,1939483
1388,JOSH,1939324
1389,c0x,1938312
1390,Retreeb,1932573
1391,Trio (Ordinals),1926771
1392,DerivaDAO,1926685
1393,FireStarter,1925438
1394,Paysenger EGO,1920509
1395,FAYA,1920188
1396,Hero Blaze: Three Kingdoms,1906901
1397,Wam,1906206
1398,governance ZIL,1899073
1399,Mind,1889479
1400,OccamFi,1885623
1401,Bullieverse,1875395
1402,myDid,1875027
1403,ValueFlow,1870778
1404,Rainbow Token,1869999
1405,Level,1869540
1406,Gold Fever Native Gold,1869357
1407,NAGA,1868451
1408,Kick,1867663
1409,Qi Dao,1866523
1410,Göztepe S.K. Fan Token,1863510
1411,Luna Inu,1861269
1412,ApeBond,1859805
1413,UpBots Token,1846806
1414,Gyoza,1846098
1415,GNY,1844232
1416,Brainers,1839066
1417,AvaCoach,1837712
1418,Acquire.Fi,1831475
1419,HNC Coin,1830268
1420,Precipitate.ai,1824557
1421,Infinity PAD,1817457
1422,Eclipse Fi,1817237
1423,LIF3 LSHARE (OLD),1816488
1424,Web3Shot,1816225
1425,hi Dollar,1815717
1426,Reddcoin,1811531
1427,Lympo,1801003
1428,Engines of Fury,1800424
1429,Hummingbot,1798964
1430,GulfCoin,1793212
1431,King Of Meme,1790961
1432,Alongside Crypto Market Index,1786586
1433,Andromeda,1786217
1434,CryptoFranc,1779195
1435,Lonk,1774910
1436,Giveth,1774221
1437,Abyss,1767747
1438,LandRocker,1636467
1439,OATH,1591217
1440,Bonsai3,1483542
1441,Hord,1479834
1442,LIT,1475366
1443,mStable Governance: Meta,1470323
1444,Clube Atlético Mineiro Fan Token,1464918
1445,Wasder,1455483
1446,Sensi,1451951
1447,Astrovault,1448854
1448,AI Power Grid,1448777
1449,Bork,1448071
1450,Black Dragon,1444348
1451,LilAI,1444005
1452,Vaultka,1443096
1453,Yup,1442008
1454,Karat,1441971
1455,Tunachain,1441339
1456,BERF,1440862
1457,Kromatika,1438513
1458,Sturdy,1435292
1459,MCH Coin,1435254
1460,Donut,1431485
1461,Pastel,1431212
1462,RelictumPro Genesis Token,1431034
1463,Gorilla,1430638
1464,Quadency Token,1427918
1465,Qmall,1422383
1466,Rock,1419983
1467,Gridcoin,1414298
1468,Honk,1413923
1469,Idexo,1413464
1470,WoofWork.io,1412895
1471,EvidenZ,1412600
1472,MixMob,1407665
1473,Web3Games.com Token,1407128
1474,TruBadger,1406409
1475,Monai,1406019
1476,Kiba Inu,1405286
1477,Connect Financial,1404115
1478,Kunji Finance,1399675
1479,Polkamarkets,1398432
1480,Nominex,1396037
1481,UTYABSWAP,1395168
1482,Serenity Shield,1390771
1483,AlphaScan AI,1388568
1484,Popsicle Finance,1388413
1485,Basilisk,1385571
1486,Lucidao,1385485
1487,DeHub,1385128
1488,Aurox,1377493
1489,MOBY,1377241
1490,Walken,1374249
1491,Ember Sword,1372182
1492,PUTinCoin,1368407
1493,Inter Stable Token,1367343
1494,Quint,1365291
1495,Crodie,1364275
1496,Netswap,1364247
1497,Lion DAO,1363893
1498,Mendi Finance,1362233
1499,International Stable Currency,1353777
1500,SALT,1351929
1501,Vibing Cat,1349044
1502,MYSO Token,1344900
1503,IBS,1343842
1504,X World Games,1343195
1505,Gaia Everworld,1342685
1506,Galvan,1341261
1507,Liquid Crypto,1339291
1508,Coldstack,1338981
1509,DSLA Protocol,1338332
1510,LootBot,1335056
1511,Granary,1334671
1512,Alpha Impact,1332157
1513,PoolTogether,1326801
1514,Ferma,1324112
1515,Lendle,1323567
1516,Calaxy,1319749
1517,PanoVerse,1319271
1518,BinaryX [OLD],1317334
1519,Arkreen Token,1315811
1520,PIRB,1313623
1521,Comsats,1308494
1522,Garden,1307529
1523,LA,1306872
1524,PonzioTheCat,1304909
1525,PAC Project,1303265
1526,Planq,1295584
1527,CryptoGPT,1293535
1528,Aether Games,1293436
1529,Aston Villa Fan Token,1290043
1530,Pickle Finance,1289446
1531,CVI,1288145
1532,BlueSparrow,1286914
1533,Kryptomon,1286269
1534,Minu,1285813
1535,Paladin,1285247
1536,Ski Mask Dog,1170043
1537,Unvest,1169667
1538,K21,1168980
1539,HODL,1168623
1540,Ariva,1166638
1541,Hara,1165433
1542,Biometric Financial,1165336
1543,Solarcoin,1164357
1544,IMO,1163926
1545,Fold,1163176
1546,Convertible JPY Token,1160493
1547,EQIFi,1160080
1548,TRONPAD,1159324
1549,ElonDoge.io,1159233
1550,Stooges,1158716
1551,FactorDAO,1156602
1552,BAI Stablecoin,1155850
1553,LoungeM,1152088
1554,The Three Kingdoms,1150671
1555,CheckDot,1148384
1556,Solidly,1148065
1557,iCommunity,1146070
1558,Doogle,1144303
1559,Prism,1142747
1560,Vent Finance,1130674
1561,DecentraWeb,1130207
1562,The Big Grift,1127434
1563,Alvara Protocol,1126756
1564,FORE Protocol,1124332
1565,IMVU,1124303
1566,Finceptor,1122698
1567,Hiblocks,1120705
1568,Flute,1117150
1569,SoonVerse,998385
1570,RadioShack,890314
1571,VEMP,889672
1572,Ertha,889229
1573,Odin Protocol,888809
1574,BiFi,885000
1575,Bossie,884321
1576,Neurahub,881964
1577,HanChain,879669
1578,VetMe,877560
1579,DexKit,877310
1580,Melon Dog,877153
1581,Siren,875248
1582,BuildAI,875068
1583,Kintsugi,874783
1584,Goat Protocol,873585
1585,XY Finance,872967
1586,FEAR,867839
1587,Interport Token,862229
1588,Bird.Money,861321
1589,Wild Goat Coin,860204
1590,Eggy The Pet Egg,859988
1591,XP Network,857491
1592,DeFrogs,857473
1593,Arbitrove Governance Token,855929
1595,Pillar,852171
1596,HarambeCoin,849929
1597,HatchyPocket,842189
1598,Gunstar Metaverse,840324
1599,Hello Pets,839543
1600,Eldarune,839191
1601,Zaros,839039
1602,NFTBooks,838164
1603,XSwap Protocol,837651
1604,Sekuya Multiverse,835905
1605,Cybria,835273
1606,Rocky the dog,834803
1607,Shikoku,831846
1608,DOGWIFHOOD,831344
1609,LanaCoin,831192
1610,Bitune,829880
1611,INU,829121
1612,Strong,828778
1613,ElmoERC,828174
1614,AI PIN,824764
1615,Biconomy Exchange Token,818307
1616,New Order,817090
1617,Cindicator,814813
1618,Fabwelt,811587
1619,Restake Finance,810983
1620,BaseSwap,810656
1621,Phoenixcoin,810167
1622,Quantum Network,807613
1623,McLaren F1 Fan Token,799159
1624,AEROBUD,798617
1625,Idena,798553
1626,Silent Notary,798442
1627,BANK (Ordinals),797923
1628,Yaku,796632
1629,Dechat,793727
1630,TenX,791757
1631,XSwap Treasure,790345
1632,Neva,789931
1633,Leverj Gluon,789834
1634,Marine Moguls,789356
1635,Trog,788706
1636,Vector Reserve,788043
1638,VNX Gold,783942
1639,WOOF,783928
1640,InsurAce,783390
1641,Shiboo,778794
1642,RWAX,776920
1643,Dingocoin,775357
1644,TiFi,773600
1645,NUSA,644085
1646,AiMalls,642039
1647,Aegis Ai,641077
1648,Caitlyn Jenner,640669
1649,Pepe On Fire,640302
1650,Suterusu,639544
1651,ShezmuUSD,638045
1652,Zeitgeist,636098
1653,Vault AI,635323
1654,Tutellus,632228
1655,OneRare,631830
1656,GSENetwork,630625
1657,Roseon,629913
1658,Syncus,629686
1659,StellaSwap,629241
1660,Changpeng Zhao,629049
1661,inheritance Art,628401
1662,NOOT (Ordinals),624266
1663,IQ Protocol,623360
1664,CatGPT,622632
1665,JustAnEgg,622099
1666,Alltoscan,621408
1667,Unistake,620707
1668,IOI Token,620336
1669,Edu3Labs,618935
1670,BlackPool,617991
1671,BlockWallet,615028
1672,Mirrored Ether,612840
1673,RYI Unity,612415
1674,SmartCredit,611403
1675,Speciex,610776
1676,Waves Ducks,610046
1677,DOLA Borrowing Right,608293
1678,Yieldification,606021
1679,Golden Inu,605517
1680,Equation,604864
1681,Hunny Finance,603942
1682,VersaGames,603731
1683,Solcial,603424
1684,Sanin Inu,603149
1685,Kineko,601581
1686,Ideaology,599771
1687,Kennedy Memecoin,598776
1688,Sonne Finance,598632
1689,Swarm Network,597988
1690,ROD.AI,596346
1691,Football World Community,595798
1692,PER Project,593837
1693,Hypr Network,593149
1694,0xGasless,592590
1695,Futureswap,591770
1696,NAMI Protocol,591754
1697,CropperFinance,591575
1698,Traxx,591050
1699,MOOI Network,588572
1700,LOCG,588194
1701,MaxxChain,588162
1702,TokenClub,587547
1703,DexToro,587382
1704,Conic,586769
1705,FootballStars,586609
1706,İstanbul Başakşehir Fan Token,585455
1707,ARTH,584197
1708,Etica,584084
1709,Metafluence,583289
1710,BitcoinZ,580445
1711,Shockwaves,580034
1712,Honest,579623
1713,EpiK Protocol,579456
1714,impactMarket [OLD],579455
1715,Arrow Token,579398
1716,Dor,578633
1717,YfDAI.finance,578296
1718,Sombra,576373
1719,GONG,575441
1720,Koyo,573437
1721,ALL.ART,571244
1722,BeamSwap,568122
1723,Castle Of Blackwater,567277
1724,Verox,566663
1725,Jupiter Project,565546
1726,KlubCoin,565312
1727,Moonwell Apollo,565103
1728,PlotX,564870
1729,Osmium,564646
1730,iETH v1,564303
1731,RunesBridge,564250
1732,Woonkly Power,563937
1733,Ribbit Meme,563933
1734,Meme Alliance,563920
1735,Xfinite Entertainment,563781
1736,Residual Token,562077
1737,Satoxcoin,561641
1738,EXMO Coin,561524
1739,Blockchain Monster Hunt,560691
1740,TrustPad,558633
1741,WOWO,558534
1742,BnkToTheFuture,558351
1743,Warthog,557388
1744,Mesh Protocol,557203
1745,Plasma Finance,556980
1746,Scorum Coin,555664
1747,Lampapuy,555125
1748,KTX.Finance,554664
1749,ZELIX,554587
1750,EchoLink,553926
1751,ExchangeCoin,553850
1752,Tranche Finance,553748
1753,Fringe Finance,553551
1754,Versus-X,552656
1755,Gora,552616
1756,SaTT,552521
1757,CryptoUnity,552449
1758,DEVAI,551100
1759,StareCat,551084
1760,Multi Universe Central,550660
1761,Dafi Protocol,549519
1762,Heroes & Empires,549369
1763,BLUB,549296
1764,Evadore,549247
1765,Boshi,548576
1766,FaraLand,545097
1767,Aurora Chain,544859
1768,Ceiling Cat,544593
1769,0xGen,544281
1770,Dash Diamond,543119
1771,Plastiks,543012
1772,Mover,541911
1773,Wanaka Farm,539040
1774,MYSTCL,538314
1775,Inu Inu,538266
1776,Roobee,537003
1777,AANN.ai,535092
1778,ARTX,533140
1779,ShredN,531754
1780,zkSync id,530103
1781,GetKicks,529926
1782,TANGO,528420
1783,Space Token,526744
1784,OSHI,525274
1785,FIGHT,524948
1786,MetaDOS,523309
1787,MoonEdge,523210
1788,ArbiPad,521980
1789,88mph,520833
1790,Metaverse ETP,520707
1791,pNetwork,516479
1792,OneLedger,516149
1793,Don't Buy Inu,516096
1794,Infinitecoin,515201
1795,Brazil National Football Team Fan Token,513934
1796,PREME Token,511234
1797,On-Chain Dynamics,510851
1798,Mars Battle,510839
1799,Paragen,510474
1800,VFOX,509963
1801,Pushcat,509289
1802,Unstoppable DeFi,508812
1803,RivusDAO,508534
1804,DogemonGo,508461
1805,JPEG (Ordinals),508298
1806,Catheon Gaming,508233
1807,ENKI Protocol,508120
